"idnum","child_attend_kindergarten","povstatus","father_mothly_pretax_inc_w1","mother_mothly_pretax_inc_w1","father_mothly_saved_inc_w1","mother_mothly_saved_inc_w1","child_gender_w1","father_in_jail_w1","parents_edustatus_w1","cm1ethrace_w1","cf1ethrace_w1","marry_w1","cm1span_w1","cf1span_w1","cm1age_w1","cf1age_w1","c_neat_work_w3","c_curious_w3","c_interest_w3","f_youth_cor_w3","m_youth_cor_w3","f_quit_w4","m_quit_w4","father_fin_security_w234","mother_fin_security_w2345","hs_avg_score","child_edu_level","fparents_edustatus_w2345","mparents_edustatus_w2345"
3453,"yes","high-income",NA,6,NA,"Some","Male","No","Neither parent attended college","black","black","Yes","No",NA,24,NA,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",2.75,"Some college, tech","Neither parent attended college","Neither parent attended college"
3454,"yes","low-income",1,3,"Some","Just enough","Male","Yes","At least one parent attended college","black","black","Yes","No","No",26,22,NA,NA,"Very true or often true","no",NA,NA,NA,"No","Yes",3,"Completed high school","At least one parent attended college","At least one parent attended college"
3455,"yes","low-income",2,4,"Just enough","Not enough","Female","No","Neither parent attended college","white","white",NA,"No","No",23,26,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",2,"Completed high school","Neither parent attended college","Neither parent attended college"
3456,"yes","low-income",NA,1,NA,"Just enough","Male",NA,"Neither parent attended college","hispanic",NA,NA,"No",NA,24,NA,NA,NA,"Not true",NA,NA,NA,NA,NA,"Yes",3.25,"Some college, tech",NA,"At least one parent attended college"
3457,"yes","low-income",2,1,"Just enough","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",26,27,NA,NA,"Not true",NA,NA,NA,NA,NA,"Yes",3.5,"Some college, tech",NA,"Neither parent attended college"
3458,NA,"high-income",5,NA,"Some","Some","Female","No","Neither parent attended college","hispanic","black","No","No","No",22,22,NA,NA,"Not true",NA,NA,NA,NA,"Yes","No",2.25,"Completed high school","Neither parent attended college",NA
3459,"yes","high-income",NA,NA,"Some","Just enough","Male","No","Neither parent attended college","black","black","Yes","No","No",22,24,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,"Yes","Yes",2.75,"Completed college/grad","Neither parent attended college","At least one parent attended college"
3460,"yes","high-income",NA,6,NA,"Just enough","Male","No","At least one parent attended college","white","black",NA,"No",NA,25,NA,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",3.25,"Some college, tech","At least one parent attended college","At least one parent attended college"
3461,"yes","high-income",NA,8,"Just enough","Just enough","Female","No","Neither parent attended college","black","black","Yes","No","No",18,18,NA,NA,"Not true",NA,NA,NA,NA,NA,"Yes",4,"Completed high school",NA,"Neither parent attended college"
3462,"yes","high-income",9,9,"Just enough","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",21,21,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Some college, tech","At least one parent attended college","Neither parent attended college"
3463,"no","low-income",NA,5,NA,"Just enough","Female","Yes","Neither parent attended college","white","hispanic",NA,"No",NA,19,NA,NA,NA,"Not true",NA,NA,"no","no","Yes","Yes",2,"Completed high school","Neither parent attended college","Neither parent attended college"
3464,"yes","high-income",7,4,"Some","Just enough","Male","No","Neither parent attended college","hispanic","hispanic","Yes","No","No",30,30,NA,NA,"Not true",NA,NA,NA,NA,NA,"Yes",2.25,NA,NA,"Neither parent attended college"
3465,"no","high-income",NA,NA,"Some","Some","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",27,34,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,"Neither parent attended college","Neither parent attended college"
3466,"yes","high-income",4,7,"Some","Some","Male","No","Neither parent attended college","black","black","Yes","No","No",21,20,NA,NA,NA,NA,NA,NA,NA,"No","Yes",2.75,"Completed high school","At least one parent attended college","At least one parent attended college"
3467,"no","high-income",6,6,"Some","Some","Female","No","Neither parent attended college","white","hispanic",NA,"No","No",31,36,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"Neither parent attended college","Neither parent attended college"
3468,"yes","high-income",NA,6,"Some","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",25,25,NA,NA,"Not true",NA,NA,NA,NA,"No","No",2.25,"Completed high school","Neither parent attended college","At least one parent attended college"
3469,"yes","high-income",NA,NA,NA,"Some","Female","No","At least one parent attended college",NA,"black",NA,"No",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",3.5,"Some college, tech",NA,"At least one parent attended college"
3470,"no","high-income",NA,NA,"Not enough","Some","Male","No","Neither parent attended college","black","black","No","No","No",19,20,NA,NA,NA,"no",NA,NA,NA,"Yes","Yes",2.5,"Completed high school","Neither parent attended college","Neither parent attended college"
3471,NA,"high-income",NA,7,NA,"Just enough","Male","No","At least one parent attended college","white",NA,NA,"No",NA,30,NA,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",2.5,"Some college, tech","At least one parent attended college","Neither parent attended college"
3472,"yes","high-income",7,2,"Some","Not enough","Female","No","At least one parent attended college","black","black","Yes","No","No",21,21,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,"Yes","No",3,"Completed college/grad","At least one parent attended college","Neither parent attended college"
3473,NA,"low-income",NA,NA,NA,"Some","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Neither parent attended college"
3474,"yes","high-income",6,7,"Just enough","Some","Male","No","Neither parent attended college","white","white",NA,"No","No",22,34,NA,NA,"Somewhat or sometimes true","no",NA,NA,NA,"No","Yes",3,"Completed high school","Neither parent attended college","Neither parent attended college"
3475,"yes","high-income",9,7,"Just enough","Some","Female","No","At least one parent attended college","white","hispanic",NA,"No","No",41,52,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",3,"Some college, tech","Neither parent attended college","At least one parent attended college"
3476,"yes","low-income",3,NA,"Some","Some","Male","No","Neither parent attended college","black","black","Yes","No","No",24,29,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",NA,NA,"Neither parent attended college","At least one parent attended college"
3477,"yes","low-income",2,NA,"Just enough","Just enough","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",18,21,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",4,"Some college, tech","At least one parent attended college","At least one parent attended college"
3478,NA,"high-income",7,8,"Some","Some","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",19,35,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Some college, tech","At least one parent attended college","Neither parent attended college"
3479,"yes","low-income",NA,3,"Just enough","Some","Female","No","At least one parent attended college","white","black","No","No","No",29,33,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",1.75,NA,"Neither parent attended college","Neither parent attended college"
3480,"yes","high-income",NA,9,NA,"Some","Female","No","At least one parent attended college","black","black",NA,"No",NA,27,NA,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",3.75,"Some college, tech","At least one parent attended college","At least one parent attended college"
3481,"yes","high-income",7,NA,"Just enough","Not enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",40,39,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,"No","No",NA,NA,NA,"Neither parent attended college"
3482,"no","low-income",NA,6,NA,"Some","Male","No","Neither parent attended college","black","black",NA,"No",NA,24,NA,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,NA,"Yes",1.5,"Less than high school",NA,"Neither parent attended college"
3483,"yes","high-income",7,7,"Just enough","Just enough","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",29,33,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",3,"Some college, tech","Neither parent attended college","At least one parent attended college"
3484,"yes","low-income",6,2,"Just enough","Some","Female","No","Neither parent attended college","white","white",NA,"No","No",20,34,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",3,"Completed high school","Neither parent attended college","Neither parent attended college"
3485,"no","low-income",NA,NA,NA,NA,"Male","No","Neither parent attended college",NA,NA,"No",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,"no","No","Yes",3,NA,"Neither parent attended college","At least one parent attended college"
3486,"no","high-income",2,7,"Some","Some","Female","No","At least one parent attended college","black","black","Yes","No","No",27,33,NA,NA,"Not true",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"At least one parent attended college"
3487,"yes","low-income",NA,6,NA,"Some","Male","No","Neither parent attended college","black","black","No","No",NA,20,NA,NA,NA,"Somewhat or sometimes true",NA,NA,NA,"no","No","Yes",3,"Some college, tech","Neither parent attended college","Neither parent attended college"
3488,"yes","high-income",6,NA,"Just enough","Just enough","Male","No","At least one parent attended college","black","black",NA,"No","No",21,23,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"Neither parent attended college","Neither parent attended college"
3489,"yes","high-income",NA,7,NA,NA,"Female","No","At least one parent attended college","hispanic","hispanic",NA,"No",NA,23,NA,"Very true or often true","Very true or often true","Not true",NA,NA,NA,NA,"Yes","Yes",NA,NA,"Neither parent attended college","At least one parent attended college"
3490,"no","high-income",7,2,"Some","Some","Male","No","At least one parent attended college","black","black","Yes","No","No",29,32,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",3.25,"Completed high school","At least one parent attended college","At least one parent attended college"
3491,"yes","high-income",7,2,"Some","Some","Female","Yes","At least one parent attended college","black","black","Yes","No","No",18,21,NA,NA,"Not true",NA,"no",NA,NA,"No","Yes",2.75,"Completed high school","At least one parent attended college","At least one parent attended college"
3492,NA,"low-income",NA,NA,NA,"Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3493,NA,"high-income",7,NA,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",43,28,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,"No","No",NA,NA,"Neither parent attended college","Neither parent attended college"
3494,"yes","high-income",9,8,"Some","Not enough","Male","No","At least one parent attended college","black","black","No","No","No",24,32,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",3,"Less than high school","Neither parent attended college","At least one parent attended college"
3495,NA,"low-income",5,NA,"Just enough","Not enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",32,37,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",2,"Completed high school","Neither parent attended college",NA
3496,"yes","high-income",9,8,"Some",NA,"Male","No","At least one parent attended college","black","black",NA,"No","No",27,28,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,"Neither parent attended college","At least one parent attended college"
3497,"yes","low-income",3,NA,"Just enough","Some","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","Yes",28,34,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,"Neither parent attended college",NA
3498,"yes","high-income",7,7,"Some","Some","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",26,28,NA,NA,"Not true",NA,NA,"no",NA,"No","No",4,"Completed college/grad","Neither parent attended college","Neither parent attended college"
3499,"yes","low-income",NA,7,NA,"Some","Female","No","At least one parent attended college","white","white",NA,"No",NA,26,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,"At least one parent attended college","Neither parent attended college"
3500,"no","high-income",6,6,"Some","Just enough","Male","No","Neither parent attended college",NA,"black","Yes","No","No",29,25,NA,NA,"Not true","yes",NA,NA,NA,"Yes","Yes",2.75,"Some college, tech","At least one parent attended college",NA
3501,"yes","low-income",1,NA,"Just enough",NA,"Female","No","Neither parent attended college","white","white",NA,"No","No",19,23,"Somewhat or sometimes true","Very true or often true","Somewhat or sometimes true",NA,NA,NA,NA,"Yes","Yes",NA,NA,"Neither parent attended college","Neither parent attended college"
3502,NA,"low-income",3,NA,NA,NA,"Male","No","Neither parent attended college","black","black",NA,NA,"No",21,34,"Not true","Very true or often true","Not true",NA,NA,NA,NA,"Yes","Yes",3.75,NA,"Neither parent attended college","Neither parent attended college"
3503,"yes","low-income",NA,NA,NA,"Not enough","Female","No","Neither parent attended college","black","black",NA,"No",NA,26,NA,NA,NA,"Not true","yes","no",NA,NA,"Yes","No",2.33333333333333,"Less than high school","At least one parent attended college","Neither parent attended college"
3504,"yes","high-income",NA,6,"Not enough","Some","Female","No","At least one parent attended college","black",NA,NA,"No","No",33,38,NA,NA,"Not true",NA,NA,NA,NA,"Yes","No",NA,"Less than high school","Neither parent attended college","At least one parent attended college"
3505,NA,"high-income",9,9,"Some","Some","Male","Yes","At least one parent attended college","white","white",NA,"No","No",22,26,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",3.25,"Some college, tech","At least one parent attended college","At least one parent attended college"
3506,"yes","high-income",5,8,"Some","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",23,22,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",2.25,NA,"Neither parent attended college","At least one parent attended college"
3507,"no","high-income",6,6,"Not enough","Some","Male","No","Neither parent attended college","white","white",NA,"No","No",31,32,NA,NA,NA,NA,NA,"no",NA,"Yes","No",NA,NA,"Neither parent attended college","At least one parent attended college"
3508,"yes","low-income",5,2,"Some","Not enough","Female","No","Neither parent attended college","black","black","Yes","No","No",21,21,NA,NA,NA,NA,NA,"no",NA,"Yes","Yes",2.5,"Completed high school","At least one parent attended college","At least one parent attended college"
3509,NA,"low-income",NA,2,NA,"Just enough","Male","No","Neither parent attended college","black","hispanic",NA,"No",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"Neither parent attended college",NA
