"idnum","father_mothly_pretax_inc_w1","mother_mothly_pretax_inc_w1","father_mothly_saved_inc_w1","mother_mothly_saved_inc_w1","child_gender_w1","father_in_jail_w1","parents_edustatus_w1","cm1ethrace_w1","cf1ethrace_w1","marry_w1","cm1span_w1","cf1span_w1","cm1age_w1","cf1age_w1"
"4747",NA,NA,"Some",NA,"Male","No","Neither parent attended college","white","black","No",NA,"No",21,21
"4748",NA,5,"Some","Some","Male","No","At least one parent attended college","black","black","No","No","No",24,25
"4749",9,9,"Some",NA,"Female","No","At least one parent attended college","white","white",NA,"No","No",32,30
"4750",8,8,"Just enough","Just enough","Male","No","At least one parent attended college","black","black","Yes","No","No",22,20
"4751",6,2,"Some","Not enough","Female","No","At least one parent attended college","black","black",NA,"No","No",35,38
"4752",NA,5,NA,"Some","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,23,NA
"4753",8,5,"Some","Some","Male","No","At least one parent attended college","hispanic","black","No","No","No",23,27
"4754",NA,NA,"Some","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",25,21
"4755",9,9,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",36,43
"4756",6,3,"Just enough","Not enough","Female","No","Neither parent attended college","white","white","Yes","No","No",25,23
"4757",7,4,"Some","Not enough","Male","No","At least one parent attended college","white","white",NA,"No","No",22,24
"4758",NA,3,NA,NA,"Male","No","At least one parent attended college","black","black",NA,"No","No",29,30
"4759",NA,1,"Just enough","Some","Female","No","Neither parent attended college","black","black","Yes","No","No",19,20
"4760",6,8,"Just enough","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",27,30
"4761",NA,1,NA,"Not enough","Female","No","Neither parent attended college","black","black",NA,"No",NA,34,NA
"4762",NA,2,"Just enough",NA,"Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","Yes",23,34
"4763",NA,2,NA,"Not enough","Female","No","Neither parent attended college","black","black","Yes","No",NA,22,NA
"4764",6,NA,"Just enough","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",22,25
"4765",3,5,"Just enough","Not enough","Female","No","Neither parent attended college","white","white",NA,"No","No",19,21
"4766",NA,8,NA,"Some","Female","No","At least one parent attended college","white","white",NA,"No",NA,30,NA
"4767",NA,2,"Some","Not enough","Male","No","Neither parent attended college","black","black","Yes","No","No",23,34
"4768",NA,3,NA,"Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,23,NA
"4769",2,1,"Some","Just enough","Female","No","Neither parent attended college","black","black",NA,"No","No",21,22
"4770",NA,2,NA,NA,"Female","No","At least one parent attended college","black","black","Yes",NA,NA,26,NA
"4771",NA,NA,NA,"Just enough","Female","No","Neither parent attended college","hispanic","hispanic","Yes","Yes",NA,27,NA
"4772",9,1,"Some","Just enough","Male","No","Neither parent attended college","white",NA,NA,"No","No",24,23
"4773",NA,6,NA,"Some","Female","No","Neither parent attended college","black","black","Yes","No",NA,27,NA
"4774",8,1,"Some","Just enough","Female","No","Neither parent attended college","black","black","Yes","No","No",26,27
"4775",NA,1,"Just enough",NA,"Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","No",24,24
"4776",8,9,"Some","Just enough","Male","No","At least one parent attended college","white","white",NA,"No","No",28,30
"4777",5,1,"Just enough","Just enough","Male","No","Neither parent attended college","black","black","Yes","No","No",26,27
"4778",5,6,"Just enough",NA,"Female","No","Neither parent attended college","hispanic","hispanic",NA,NA,"Yes",31,30
"4779",NA,NA,"Some","Some","Male","No","Neither parent attended college","white","white","Yes","No","No",22,23
"4780",5,NA,"Just enough","Some","Female","No","Neither parent attended college","black","black",NA,"No","No",19,34
"4781",5,2,"Some","Just enough","Male","No","Neither parent attended college","black","black",NA,"No","No",22,24
"4782",4,NA,"Just enough",NA,"Male","No","At least one parent attended college","black","black",NA,NA,"No",29,29
"4783",9,9,"Some",NA,"Female","No","At least one parent attended college","white","white",NA,"No","No",22,37
"4784",7,NA,"Just enough","Not enough","Male","No","At least one parent attended college","white","white",NA,"No","No",21,22
"4785",6,8,"Just enough","Just enough","Male","No","At least one parent attended college","white","white",NA,"No","No",26,31
"4786",NA,5,NA,"Just enough","Male","No","Neither parent attended college","white","hispanic",NA,"No",NA,20,NA
"4787",5,5,"Some","Some","Male","No","At least one parent attended college","hispanic","hispanic","No","No","No",27,28
"4788",NA,NA,NA,"Just enough","Male","No","Neither parent attended college","white","white",NA,"No",NA,21,NA
"4789",8,8,"Some","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",28,32
"4790",NA,NA,NA,"Just enough","Female","No","Neither parent attended college","hispanic","hispanic","No","No",NA,22,NA
"4791",7,5,"Just enough","Just enough","Female","No","At least one parent attended college","black","black","No","No","No",23,34
"4792",5,4,"Just enough",NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,NA,"Yes",27,30
"4793",1,2,"Some",NA,"Male","No","At least one parent attended college","hispanic","white",NA,"No","No",19,23
"4794",2,1,"Just enough",NA,"Male","No","Neither parent attended college","black","black",NA,NA,"No",30,36
"4795",NA,NA,NA,"Some","Female","No","Neither parent attended college",NA,"white","No","No",NA,19,NA
"4796",NA,NA,NA,"Just enough","Male","No","At least one parent attended college","hispanic","hispanic","No","Yes",NA,27,NA
"4797",6,5,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",29,29
"4798",8,9,"Some","Just enough","Female","No","At least one parent attended college","white","white","No","No","No",19,21
"4799",5,2,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic","No","No","No",26,28
"4800",NA,NA,NA,"Just enough","Male","No","Neither parent attended college","black","black",NA,"No",NA,21,NA
"4801",NA,8,NA,"Some","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No",NA,21,NA
"4802",7,NA,"Some","Just enough","Male","No","At least one parent attended college",NA,NA,NA,"No","No",27,35
"4803",NA,NA,"Just enough","Not enough","Male","No","Neither parent attended college","black","black",NA,"No","No",20,20
"4804",5,4,"Some","Some","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",24,24
"4805",NA,9,NA,"Some","Female","No","At least one parent attended college","white","white",NA,"No",NA,32,NA
"4806",9,9,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",38,34
"4807",9,NA,"Some",NA,"Male","No","Neither parent attended college","hispanic","hispanic","Yes","No","No",16,19
"4808",NA,6,NA,"Just enough","Male","No","At least one parent attended college","white","white",NA,"No",NA,36,NA
"4809",8,5,"Some",NA,"Male","No","At least one parent attended college","white","white",NA,"No","No",29,25
"4810",NA,3,NA,"Just enough","Male","No","Neither parent attended college","black","black",NA,"No",NA,23,NA
"4811",7,NA,"Just enough",NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",20,22
"4812",2,1,"Some","Just enough","Female","No","Neither parent attended college","hispanic","hispanic","No","No","No",20,23
"4813",1,2,"Just enough","Just enough","Male","No","At least one parent attended college","black","black","No","No","No",37,52
"4814",NA,1,NA,"Just enough","Female",NA,"At least one parent attended college","black","black",NA,"No",NA,21,NA
"4815",1,1,"Just enough",NA,"Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",22,23
"4816",NA,4,"Not enough","Some","Female","No","Neither parent attended college","hispanic","hispanic","No","No","No",19,32
"4817",NA,NA,"Not enough","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",17,19
"4818",4,NA,"Just enough",NA,"Male","No","Neither parent attended college","black","hispanic",NA,"No","Yes",20,19
"4819",NA,1,NA,"Just enough","Female","No","Neither parent attended college","black","black","Yes","No",NA,19,NA
"4820",8,8,"Some","Some","Female","No","At least one parent attended college","white","hispanic",NA,"No","No",38,37
"4821",NA,2,"Not enough","Not enough","Male","No","Neither parent attended college","hispanic","black","No","No","No",29,39
"4822",7,5,"Some",NA,"Female","No","At least one parent attended college","black","black","Yes","No","No",34,53
"4823",8,8,"Just enough","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",33,39
"4824",NA,9,NA,"Some","Male","No","At least one parent attended college","white","white",NA,"No",NA,30,NA
"4825",NA,9,"Just enough","Just enough","Female","No","At least one parent attended college","white","white",NA,"No","No",33,33
"4826",NA,1,NA,"Just enough","Male","No","At least one parent attended college","black","black",NA,"No",NA,19,NA
"4827",NA,NA,NA,NA,"Female","No","Neither parent attended college","black","black","No","No",NA,NA,NA
"4828",NA,7,NA,"Just enough","Female","No","At least one parent attended college","black","black",NA,"No",NA,29,NA
"4829",NA,NA,NA,"Just enough","Male","No","Neither parent attended college","hispanic",NA,NA,"No",NA,18,NA
"4830",7,8,"Some","Just enough","Male","No","At least one parent attended college","black","white",NA,"No","No",21,23
"4831",8,7,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",37,32
"4832",8,2,"Some",NA,"Female","Yes","Neither parent attended college","black","black",NA,NA,"No",34,30
"4833",1,1,"Just enough","Not enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",18,19
"4834",9,8,"Some","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",20,27
"4835",NA,NA,NA,"Some","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,24,NA
"4836",4,NA,"Just enough","Some","Female","No","Neither parent attended college","black","black",NA,"No","No",20,23
"4837",NA,5,"Just enough","Just enough","Female","Yes","Neither parent attended college","white","white",NA,"No","No",20,27
"4838",8,8,"Some","Just enough","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",21,28
"4839",4,4,"Just enough",NA,"Female","No","At least one parent attended college",NA,NA,"Yes",NA,"No",20,24
"4840",7,6,"Just enough","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",27,27
"4841",3,NA,NA,"Just enough","Female","No","Neither parent attended college","black","black","Yes","No","No",22,26
"4842",7,NA,"Just enough","Some","Female","No","Neither parent attended college","black","black",NA,"No","No",35,39
"4843",NA,6,"Some","Some","Female","No","Neither parent attended college",NA,"white",NA,"No","No",26,23
"4844",7,4,"Some","Just enough","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",25,27
"4845",NA,3,NA,"Some","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No",NA,26,NA
"4846",1,1,"Not enough","Some","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",22,29
"4847",NA,3,"Just enough","Some","Female","No","At least one parent attended college","black","black","No","No","No",20,20
"4848",8,6,"Some","Just enough","Male","No","At least one parent attended college","white",NA,NA,"No","No",27,34
"4849",1,3,"Just enough",NA,"Male","No","Neither parent attended college","white","black",NA,"No","No",18,20
"4850",5,2,"Just enough","Some","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",26,33
"4851",3,NA,"Just enough","Not enough","Male","No","At least one parent attended college","hispanic","hispanic",NA,"Yes","Yes",23,30
"4852",9,9,"Some",NA,"Male","No","At least one parent attended college","white","white",NA,"No","No",32,37
"4853",NA,NA,NA,"Not enough","Female","Yes","Neither parent attended college","hispanic","hispanic","Yes","No",NA,21,NA
"4854",8,1,"Just enough","Not enough","Male","No","Neither parent attended college","black","black","No","No","No",18,19
"4855",NA,NA,NA,"Just enough","Female","No","Neither parent attended college","black","black","Yes","No",NA,29,NA
"4856",9,NA,"Some","Some","Male","No","At least one parent attended college","white","hispanic",NA,"No","No",23,24
"4857",2,NA,"Some","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",19,28
"4858",3,3,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",21,39
"4859",2,1,"Not enough","Just enough","Male","Yes","Neither parent attended college","black","black",NA,"No","No",21,35
