"idnum","cm1edu","cf1edu","cm1povca","cf1povca","povstatus","edustatus","f4b7a","m4b7a","child_attend_kindergarten"
"4145",1,-3,3,-9,"low-income","Neither parent attended college",-9,-9,NA
"4146",2,2,3,2,"low-income","Neither parent attended college",1,1,"yes"
"4147",2,2,3,2,"low-income","Neither parent attended college",-6,-6,NA
"4148",2,2,3,1,"low-income","Neither parent attended college",-6,2,"no"
"4149",2,3,4,4,"high-income","At least one parent attended college",-9,1,"yes"
"4150",3,1,3,4,"high-income","At least one parent attended college",-6,-6,NA
"4151",1,1,2,2,"low-income","Neither parent attended college",-6,-6,NA
"4152",2,3,3,5,"high-income","At least one parent attended college",-6,-9,NA
"4153",2,1,4,3,"high-income","Neither parent attended college",-6,1,"yes"
"4154",3,3,5,5,"high-income","At least one parent attended college",2,2,"no"
"4155",2,1,1,3,"low-income","Neither parent attended college",-6,2,"no"
"4156",3,1,2,5,"high-income","At least one parent attended college",1,1,"yes"
"4157",3,4,2,1,"low-income","At least one parent attended college",1,2,"no"
"4158",2,1,3,3,"low-income","Neither parent attended college",2,-6,"no"
"4159",4,3,5,5,"high-income","At least one parent attended college",1,1,"yes"
"4160",2,2,2,2,"low-income","Neither parent attended college",-6,-6,NA
"4161",4,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"4162",1,1,1,1,"low-income","Neither parent attended college",-6,1,"yes"
"4163",2,1,2,2,"low-income","Neither parent attended college",-6,-6,NA
"4164",1,1,4,4,"high-income","Neither parent attended college",-9,2,"no"
"4165",2,3,2,2,"low-income","At least one parent attended college",2,1,"no"
"4166",1,2,3,3,"low-income","Neither parent attended college",-9,-9,NA
"4167",2,3,1,1,"low-income","At least one parent attended college",1,1,"yes"
"4168",1,2,1,-9,"low-income","Neither parent attended college",-9,-6,NA
"4169",4,1,4,4,"high-income","At least one parent attended college",1,1,"yes"
"4170",3,2,4,-9,"high-income","At least one parent attended college",1,1,"yes"
"4171",1,1,3,3,"low-income","Neither parent attended college",-6,2,"no"
"4172",3,1,4,4,"high-income","At least one parent attended college",-6,2,"no"
"4173",1,1,1,1,"low-income","Neither parent attended college",-6,-5,NA
"4174",3,1,4,5,"high-income","At least one parent attended college",1,-6,"yes"
"4175",1,1,3,3,"low-income","Neither parent attended college",-6,-6,NA
"4176",1,1,3,3,"low-income","Neither parent attended college",-6,-6,NA
"4177",1,2,1,4,"high-income","Neither parent attended college",-9,1,"yes"
"4178",2,2,2,5,"high-income","Neither parent attended college",-6,1,"yes"
"4179",3,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"4180",2,2,3,2,"low-income","Neither parent attended college",1,2,"no"
"4181",1,1,1,1,"low-income","Neither parent attended college",-6,-6,NA
"4182",1,2,3,-9,"low-income","Neither parent attended college",-9,-6,NA
"4183",2,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"4184",2,3,2,-9,"low-income","At least one parent attended college",-9,-9,NA
"4185",2,3,5,5,"high-income","At least one parent attended college",-9,-9,NA
"4186",1,1,4,3,"high-income","Neither parent attended college",-9,2,"no"
"4187",4,4,5,5,"high-income","At least one parent attended college",1,1,"yes"
"4188",1,1,1,-9,"low-income","Neither parent attended college",-6,1,"yes"
"4189",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"4190",1,2,1,1,"low-income","Neither parent attended college",-6,2,"no"
"4191",1,-3,1,-9,"low-income","Neither parent attended college",-9,1,"yes"
"4192",2,2,4,5,"high-income","Neither parent attended college",-6,-6,NA
"4193",2,2,4,-9,"high-income","Neither parent attended college",1,2,"no"
"4194",4,4,5,5,"high-income","At least one parent attended college",-6,1,"yes"
"4195",2,1,1,1,"low-income","Neither parent attended college",-9,-9,NA
"4196",3,1,1,1,"low-income","At least one parent attended college",1,1,"yes"
"4197",2,3,2,2,"low-income","At least one parent attended college",1,-6,"yes"
"4198",3,2,5,5,"high-income","At least one parent attended college",1,1,"yes"
"4199",2,2,1,1,"low-income","Neither parent attended college",-9,1,"yes"
"4200",1,1,4,4,"high-income","Neither parent attended college",2,2,"no"
"4201",3,2,5,5,"high-income","At least one parent attended college",-6,-6,NA
"4202",2,2,4,-9,"high-income","Neither parent attended college",-9,2,"no"
"4203",3,4,5,5,"high-income","At least one parent attended college",1,2,"no"
"4204",1,2,3,5,"high-income","Neither parent attended college",-9,-9,NA
"4205",1,-3,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"4206",3,3,4,4,"high-income","At least one parent attended college",-9,2,"no"
"4207",1,1,5,4,"high-income","Neither parent attended college",1,-6,"yes"
"4208",1,1,2,2,"low-income","Neither parent attended college",-6,-6,NA
"4209",2,1,1,4,"high-income","Neither parent attended college",-9,-5,NA
"4210",2,2,3,-9,"low-income","Neither parent attended college",-9,-9,NA
"4211",1,1,1,2,"low-income","Neither parent attended college",1,-6,"yes"
"4212",1,1,3,3,"low-income","Neither parent attended college",2,2,"no"
"4213",3,-3,4,-9,"high-income","At least one parent attended college",-9,-9,NA
"4214",3,1,2,2,"low-income","At least one parent attended college",2,2,"no"
"4215",3,3,3,3,"low-income","At least one parent attended college",-9,-9,NA
"4216",3,1,3,-9,"low-income","At least one parent attended college",-9,1,"yes"
"4217",2,2,2,3,"low-income","Neither parent attended college",-6,-6,NA
"4218",1,1,1,1,"low-income","Neither parent attended college",-6,-6,NA
"4219",2,1,3,3,"low-income","Neither parent attended college",-6,2,"no"
"4220",2,2,2,5,"high-income","Neither parent attended college",-6,-6,NA
"4221",1,3,2,2,"low-income","At least one parent attended college",1,2,"no"
"4222",1,3,5,5,"high-income","At least one parent attended college",1,1,"yes"
"4223",3,3,3,5,"high-income","At least one parent attended college",-6,-6,NA
"4224",2,2,3,3,"low-income","Neither parent attended college",-6,1,"yes"
"4225",3,2,3,3,"low-income","At least one parent attended college",-6,-6,NA
"4226",1,1,3,3,"low-income","Neither parent attended college",1,1,"yes"
"4227",2,2,2,2,"low-income","Neither parent attended college",-9,2,"no"
"4228",3,3,4,4,"high-income","At least one parent attended college",-6,-6,NA
"4229",1,1,1,1,"low-income","Neither parent attended college",-6,-6,NA
"4230",1,-3,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"4231",1,2,2,-9,"low-income","Neither parent attended college",2,2,"no"
"4232",4,3,4,4,"high-income","At least one parent attended college",-9,-6,NA
"4233",2,1,1,1,"low-income","Neither parent attended college",-6,-5,NA
"4234",3,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"4235",4,4,5,5,"high-income","At least one parent attended college",-9,2,"no"
"4236",3,1,3,-9,"low-income","At least one parent attended college",-6,2,"no"
"4237",1,1,1,1,"low-income","Neither parent attended college",-6,-9,NA
"4238",3,1,3,-9,"low-income","At least one parent attended college",-6,-5,NA
"4239",4,4,5,5,"high-income","At least one parent attended college",-6,-6,NA
"4240",4,3,5,5,"high-income","At least one parent attended college",2,2,"no"
"4241",2,2,3,3,"low-income","Neither parent attended college",-9,-6,NA
"4242",2,1,3,3,"low-income","Neither parent attended college",-6,2,"no"
"4243",2,2,5,5,"high-income","Neither parent attended college",1,1,"yes"
"4244",1,1,1,1,"low-income","Neither parent attended college",-6,2,"no"
"4245",1,2,3,3,"low-income","Neither parent attended college",-9,-9,NA
"4246",1,1,2,2,"low-income","Neither parent attended college",-6,1,"yes"
"4247",4,4,5,5,"high-income","At least one parent attended college",-6,-6,NA
"4248",1,1,4,-9,"high-income","Neither parent attended college",-6,1,"yes"
"4249",4,2,5,5,"high-income","At least one parent attended college",1,1,"yes"
"4250",3,2,5,5,"high-income","At least one parent attended college",2,-9,"no"
"4251",1,1,4,4,"high-income","Neither parent attended college",1,-6,"yes"
"4252",3,2,4,4,"high-income","At least one parent attended college",-6,-6,NA
"4253",2,1,5,4,"high-income","Neither parent attended college",-9,-6,NA
"4254",1,1,1,1,"low-income","Neither parent attended college",-9,2,"no"
"4255",1,1,1,5,"high-income","Neither parent attended college",-9,1,"yes"
"4256",1,1,2,-9,"low-income","Neither parent attended college",-9,-9,NA
"4257",1,1,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"4258",4,4,5,5,"high-income","At least one parent attended college",1,2,"no"
"4259",1,2,5,5,"high-income","Neither parent attended college",-6,-6,NA
"4260",4,4,5,5,"high-income","At least one parent attended college",1,2,"no"
"4261",1,1,2,-9,"low-income","Neither parent attended college",-6,-6,NA
"4262",2,2,3,3,"low-income","Neither parent attended college",-6,1,"yes"
"4263",2,1,4,4,"high-income","Neither parent attended college",1,-9,"yes"
"4264",3,3,5,5,"high-income","At least one parent attended college",-6,2,"no"
"4265",3,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"4266",3,1,2,-9,"low-income","At least one parent attended college",-9,-5,NA
"4267",2,2,3,-9,"low-income","Neither parent attended college",-9,-9,NA
"4268",3,3,5,3,"high-income","At least one parent attended college",-9,-9,NA
"4269",2,2,2,-9,"low-income","Neither parent attended college",-9,1,"yes"
"4270",1,1,1,3,"low-income","Neither parent attended college",-9,-6,NA
"4271",2,2,5,5,"high-income","Neither parent attended college",1,2,"no"
"4272",2,2,3,3,"low-income","Neither parent attended college",-9,1,"yes"
"4273",3,3,5,5,"high-income","At least one parent attended college",-6,1,"yes"
"4274",3,3,3,3,"low-income","At least one parent attended college",2,1,"no"
"4275",1,1,2,2,"low-income","Neither parent attended college",-6,2,"no"
"4276",1,1,3,3,"low-income","Neither parent attended college",1,1,"yes"
"4277",2,2,2,3,"low-income","Neither parent attended college",-9,-6,NA
"4278",1,1,2,2,"low-income","Neither parent attended college",-9,-6,NA
"4279",2,1,1,1,"low-income","Neither parent attended college",-6,2,"no"
"4280",3,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"4281",3,3,3,3,"low-income","At least one parent attended college",-6,2,"no"
"4282",1,2,3,3,"low-income","Neither parent attended college",-6,2,"no"
"4283",2,2,4,4,"high-income","Neither parent attended college",-9,-9,NA
"4284",2,3,1,-9,"low-income","At least one parent attended college",-9,-5,NA
"4285",1,1,1,3,"low-income","Neither parent attended college",-6,2,"no"
"4286",3,2,4,4,"high-income","At least one parent attended college",-9,1,"yes"
"4287",1,1,3,-9,"low-income","Neither parent attended college",-6,-6,NA
"4288",2,2,3,5,"high-income","Neither parent attended college",2,1,"no"
"4289",2,1,2,5,"high-income","Neither parent attended college",-6,-6,NA
"4290",3,3,1,-9,"low-income","At least one parent attended college",-6,1,"yes"
"4291",2,2,2,5,"high-income","Neither parent attended college",-9,-9,NA
"4292",2,2,2,3,"low-income","Neither parent attended college",-6,-6,NA
"4293",1,2,3,-9,"low-income","Neither parent attended college",-6,-6,NA
"4294",2,3,1,3,"low-income","At least one parent attended college",-6,-6,NA
"4295",3,3,2,2,"low-income","At least one parent attended college",-6,-6,NA
"4296",1,-3,2,-9,"low-income","Neither parent attended college",-9,-5,NA
"4297",4,4,2,2,"low-income","At least one parent attended college",2,2,"no"
"4298",3,4,5,5,"high-income","At least one parent attended college",-6,-6,NA
"4299",2,2,5,5,"high-income","Neither parent attended college",-6,2,"no"
"4300",1,1,3,3,"low-income","Neither parent attended college",2,2,"no"
"4301",2,2,2,4,"high-income","Neither parent attended college",-6,-5,NA
"4302",4,3,5,5,"high-income","At least one parent attended college",-9,-9,NA
"4303",1,1,1,1,"low-income","Neither parent attended college",-9,-6,NA
"4304",3,-3,4,-9,"high-income","At least one parent attended college",-9,-9,NA
"4305",3,1,4,-9,"high-income","At least one parent attended college",-6,-9,NA
"4306",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"4307",3,3,2,-9,"low-income","At least one parent attended college",-9,1,"yes"
"4308",2,1,4,4,"high-income","Neither parent attended college",-6,2,"no"
"4309",2,1,2,2,"low-income","Neither parent attended college",-6,-6,NA
"4310",3,-3,1,-9,"low-income","At least one parent attended college",-9,-9,NA
"4311",3,2,5,4,"high-income","At least one parent attended college",-6,-6,NA
"4312",1,2,3,4,"high-income","Neither parent attended college",1,2,"no"
"4313",1,3,2,2,"low-income","At least one parent attended college",2,2,"no"
"4314",2,4,5,5,"high-income","At least one parent attended college",-9,-9,NA
"4315",1,2,4,-9,"high-income","Neither parent attended college",-6,1,"yes"
"4316",1,2,1,1,"low-income","Neither parent attended college",-6,-6,NA
"4317",2,2,1,-9,"low-income","Neither parent attended college",-9,-6,NA
"4318",1,3,3,3,"low-income","At least one parent attended college",-9,-9,NA
"4319",4,3,5,5,"high-income","At least one parent attended college",1,2,"no"
"4320",1,1,5,5,"high-income","Neither parent attended college",-9,-6,NA
"4321",2,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"4322",1,1,3,2,"low-income","Neither parent attended college",-6,-9,NA
"4323",1,1,3,1,"low-income","Neither parent attended college",-9,1,"yes"
"4324",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"4325",3,2,3,3,"low-income","At least one parent attended college",-9,1,"yes"
"4326",4,4,5,5,"high-income","At least one parent attended college",-6,-6,NA
"4327",1,1,1,1,"low-income","Neither parent attended college",-9,-6,NA
"4328",3,3,3,5,"high-income","At least one parent attended college",-6,-6,NA
"4329",4,3,5,5,"high-income","At least one parent attended college",-6,2,"no"
"4330",1,2,3,3,"low-income","Neither parent attended college",-6,-6,NA
"4331",1,2,1,1,"low-income","Neither parent attended college",-6,-6,NA
"4332",3,2,5,5,"high-income","At least one parent attended college",-6,2,"no"
"4333",2,1,1,-9,"low-income","Neither parent attended college",-9,-6,NA
"4334",2,3,4,4,"high-income","At least one parent attended college",-6,2,"no"
"4335",1,2,3,5,"high-income","Neither parent attended college",-9,-5,NA
"4336",3,1,3,3,"low-income","At least one parent attended college",2,2,"no"
"4337",1,2,2,-9,"low-income","Neither parent attended college",-9,-6,NA
"4338",1,1,2,2,"low-income","Neither parent attended college",-6,-6,NA
"4339",1,1,5,5,"high-income","Neither parent attended college",-6,2,"no"
"4340",2,1,3,2,"low-income","Neither parent attended college",-9,-5,NA
"4341",2,1,3,1,"low-income","Neither parent attended college",1,-6,"yes"
"4342",1,1,3,3,"low-income","Neither parent attended college",-6,-6,NA
"4343",3,2,4,4,"high-income","At least one parent attended college",-9,-6,NA
"4344",2,1,1,1,"low-income","Neither parent attended college",-9,2,"no"
"4345",2,1,1,3,"low-income","Neither parent attended college",-9,-9,NA
"4346",1,2,1,1,"low-income","Neither parent attended college",-6,1,"yes"
"4347",2,1,4,4,"high-income","Neither parent attended college",-6,1,"yes"
"4348",2,1,4,-9,"high-income","Neither parent attended college",-6,2,"no"
"4349",3,3,1,1,"low-income","At least one parent attended college",-6,-6,NA
"4350",3,2,5,-9,"high-income","At least one parent attended college",-9,2,"no"
"4351",1,1,3,3,"low-income","Neither parent attended college",1,1,"yes"
"4352",2,3,4,4,"high-income","At least one parent attended college",-9,-9,NA
"4353",3,2,3,-9,"low-income","At least one parent attended college",-6,-6,NA
"4354",1,1,3,3,"low-income","Neither parent attended college",1,1,"yes"
"4355",2,2,5,5,"high-income","Neither parent attended college",1,1,"yes"
"4356",3,3,3,3,"low-income","At least one parent attended college",2,2,"no"
